city,toss_winner,team1,team2,toss_decision,match_winner,win_by_runs,win_by_wickets
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,bat,Rajasthan Royals,0.0,5.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,0.0,7.0
Ranchi,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,0.0,5.0
Bangalore,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,16.0,0.0
Hyderabad,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,0.0,6.0
Cuttack,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,0.0,6.0
Ahmedabad,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,62.0,0.0
Ranchi,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0.0,5.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,0.0,7.0
Ahmedabad,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,25.0,0.0
Delhi,Punjab Kings,Delhi Capitals,Punjab Kings,field,Punjab Kings,0.0,4.0
Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,0.0,7.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,field,Kolkata Knight Riders,0.0,8.0
Chandigarh,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,0.0,7.0
Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,30.0,0.0
Ranchi,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0.0,6.0
Mumbai,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,15.0,0.0
Chandigarh,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,16.0,0.0
Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,0.0,8.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,0.0,4.0
Chandigarh,Punjab Kings,Punjab Kings,Delhi Capitals,field,Punjab Kings,0.0,7.0
Mumbai,Mumbai Indians,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,0.0,5.0
Kolkata,Punjab Kings,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,28.0,0.0
Mumbai,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,field,Chennai Super Kings,0.0,7.0
Mumbai,Chennai Super Kings,Chennai Super Kings,Punjab Kings,field,Punjab Kings,24.0,0.0
Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Punjab Kings,field,Kolkata Knight Riders,0.0,3.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,0.0,7.0
Chennai,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,1.0,0.0
Pune,Punjab Kings,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,26.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,45.0,0.0
Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,3.0
Delhi,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Rajasthan Royals,0.0,3.0
Mumbai,Mumbai Indians,Mumbai Indians,Punjab Kings,field,Punjab Kings,18.0,0.0
Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0.0,8.0
Ahmedabad,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,0.0,7.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,field,Kolkata Knight Riders,0.0,7.0
Pune,Punjab Kings,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,0.0,5.0
Visakhapatnam,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,0.0,6.0
Mumbai,Mumbai Indians,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,0.0,6.0
Visakhapatnam,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,4.0,0.0
Pune,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,0.0,4.0
Ahmedabad,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,0.0,8.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,field,Mumbai Indians,18.0,0.0
Delhi,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,0.0,6.0
Ahmedabad,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Punjab Kings,0.0,0.0
Visakhapatnam,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,16.0,0.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,27.0,0.0
Delhi,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Delhi Capitals,37.0,0.0
Ahmedabad,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,9.0
Mumbai,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,20.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Chennai Super Kings,97.0,0.0
Delhi,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,10.0
Chandigarh,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,20.0,0.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,13.0,0.0
Chennai,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Chennai Super Kings,2.0,0.0
Delhi,Delhi Capitals,Delhi Capitals,Punjab Kings,field,Delhi Capitals,0.0,9.0
Mumbai,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,8.0,0.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,field,Royal Challengers Bangalore,0.0,7.0
Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Sunrisers Hyderabad,22.0,0.0
Chandigarh,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Mumbai Indians,23.0,0.0
Mumbai,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,14.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,24.0,0.0
Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,35.0,0.0
Mumbai,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,0.0,5.0
Bangalore,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,138.0,0.0
Mumbai,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,field,Sunrisers Hyderabad,7.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,0.0,6.0
Kolkata,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,0.0,1.0
Raipur,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,6.0,0.0
Mumbai,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,39.0,0.0
Chennai,Chennai Super Kings,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,12.0,0.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,5.0,0.0
Raipur,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,0.0,6.0
Chandigarh,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Punjab Kings,22.0,0.0
Mumbai,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,5.0,0.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0.0,6.0
Chandigarh,Punjab Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,0.0,7.0
Mumbai,Rajasthan Royals,Rajasthan Royals,Kolkata Knight Riders,bat,Rajasthan Royals,9.0,0.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,0.0,9.0
Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,25.0,0.0
Pune,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,71.0,0.0
Ranchi,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,0.0,3.0
Kolkata,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,41.0,0.0
Mumbai,Mumbai Indians,Mumbai Indians,Rising Pune Supergiant,bat,Rising Pune Supergiant,0.0,9.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Capitals,field,Kolkata Knight Riders,0.0,9.0
Chandigarh,Gujarat Lions,Punjab Kings,Gujarat Lions,field,Gujarat Lions,0.0,5.0
Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Royal Challengers Bangalore,45.0,0.0
Kolkata,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,0.0,6.0
Rajkot,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,bat,Gujarat Lions,0.0,7.0
Delhi,Delhi Capitals,Delhi Capitals,Punjab Kings,field,Delhi Capitals,0.0,8.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,0.0,8.0
Mumbai,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,Gujarat Lions,0.0,3.0
Chandigarh,Rising Pune Supergiant,Punjab Kings,Rising Pune Supergiant,bat,Punjab Kings,0.0,6.0
Bangalore,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Delhi Capitals,0.0,7.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,0.0,7.0
Chandigarh,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,0.0,6.0
Mumbai,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,0.0,6.0
Rajkot,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0.0,10.0
Pune,Rising Pune Supergiant,Rising Pune Supergiant,Royal Challengers Bangalore,field,Royal Challengers Bangalore,13.0,0.0
Delhi,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Delhi Capitals,10.0,0.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings,field,Sunrisers Hyderabad,0.0,5.0
Rajkot,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,Gujarat Lions,0.0,6.0
Pune,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,Kolkata Knight Riders,0.0,2.0
Chandigarh,Punjab Kings,Punjab Kings,Mumbai Indians,field,Mumbai Indians,25.0,0.0
Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,Rising Pune Supergiant,34.0,0.0
Delhi,Delhi Capitals,Delhi Capitals,Gujarat Lions,field,Gujarat Lions,1.0,0.0
Mumbai,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,0.0,6.0
Pune,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,field,Gujarat Lions,0.0,3.0
Delhi,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Delhi Capitals,27.0,0.0
Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Sunrisers Hyderabad,15.0,0.0
Rajkot,Gujarat Lions,Gujarat Lions,Punjab Kings,field,Punjab Kings,23.0,0.0
Pune,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Mumbai Indians,0.0,8.0
Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,0.0,5.0
Rajkot,Delhi Capitals,Gujarat Lions,Delhi Capitals,field,Delhi Capitals,0.0,8.0
Kolkata,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Kolkata Knight Riders,7.0,0.0
Delhi,Rising Pune Supergiant,Delhi Capitals,Rising Pune Supergiant,field,Rising Pune Supergiant,0.0,7.0
Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,Gujarat Lions,field,Sunrisers Hyderabad,0.0,5.0
Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,Rising Pune Supergiant,field,Royal Challengers Bangalore,0.0,7.0
Chandigarh,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,9.0,0.0
Visakhapatnam,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,85.0,0.0
Kolkata,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,Gujarat Lions,0.0,5.0
Chandigarh,Punjab Kings,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1.0,0.0
Ahmedabad,Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Gujarat Titans,36.0,0.0
Visakhapatnam,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,4.0,0.0
Bangalore,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Mumbai Indians,0.0,6.0
Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,0.0,7.0
Visakhapatnam,Mumbai Indians,Mumbai Indians,Punjab Kings,bat,Punjab Kings,0.0,7.0
Bangalore,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,Royal Challengers Bangalore,144.0,0.0
Kolkata,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,bat,Kolkata Knight Riders,0.0,8.0
Chandigarh,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0.0,7.0
Visakhapatnam,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,80.0,0.0
Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,9.0
Visakhapatnam,Rising Pune Supergiant,Rising Pune Supergiant,Delhi Capitals,field,Rising Pune Supergiant,19.0,0.0
Bangalore,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,82.0,0.0
Kanpur,Gujarat Lions,Gujarat Lions,Kolkata Knight Riders,field,Gujarat Lions,0.0,6.0
Raipur,Delhi Capitals,Delhi Capitals,Sunrisers Hyderabad,field,Delhi Capitals,0.0,6.0
Visakhapatnam,Punjab Kings,Rising Pune Supergiant,Punjab Kings,bat,Rising Pune Supergiant,0.0,4.0
Kanpur,Gujarat Lions,Gujarat Lions,Mumbai Indians,field,Gujarat Lions,0.0,6.0
Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,22.0,0.0
Raipur,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,6.0
Bangalore,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,4.0
Delhi,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,22.0,0.0
Delhi,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0.0,4.0
Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,8.0,0.0
Visakhapatnam,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,0.0,7.0
Guwahati,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Rajasthan Royals,6.0,0.0
Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,0.0,8.0
Lucknow,Punjab Kings,Lucknow Super Giants,Punjab Kings,field,Punjab Kings,0.0,8.0
Bengaluru,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,Gujarat Titans,0.0,8.0
Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,80.0,0.0
Lucknow,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,12.0,0.0
Chennai,Delhi Capitals,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,25.0,0.0
Mohali,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,50.0,0.0
Kolkata,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Lucknow Super Giants,4.0,0.0
Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,Gujarat Titans,0.0,7.0
Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Royal Challengers Bangalore,12.0,0.0
Mohali,Punjab Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,18.0,0.0
Ahmedabad,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Gujarat Titans,58.0,0.0
Bengaluru,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Delhi Capitals,0.0,6.0
Chennai,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,0.0,8.0
Lucknow,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,Lucknow Super Giants,0.0,6.0
Hyderabad,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0.0,8.0
Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,9.0
Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,12.0,0.0
Lucknow,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,Chennai Super Kings,0.0,5.0
Mohali,Punjab Kings,Punjab Kings,Kolkata Knight Riders,bat,Punjab Kings,16.0,0.0
Delhi,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Delhi Capitals,0.0,0.0
Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,0.0,4.0
Bengaluru,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Punjab Kings,0.0,5.0
Ahmedabad,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,0.0,7.0
Jaipur,Lucknow Super Giants,Lucknow Super Giants,Rajasthan Royals,bat,Lucknow Super Giants,2.0,0.0
Mohali,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,7.0
Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,0.0,9.0
Kolkata,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Gujarat Titans,39.0,0.0
Lucknow,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Delhi Capitals,0.0,8.0
Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,0.0,7.0
Bengaluru,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,11.0,0.0
Chennai,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0.0,5.0
Mumbai,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,Mumbai Indians,54.0,0.0
Delhi,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,6.0
Jaipur,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,0.0,8.0
Delhi,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Kolkata Knight Riders,14.0,0.0
Chennai,Punjab Kings,Chennai Super Kings,Punjab Kings,field,Punjab Kings,0.0,4.0
Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,100.0,0.0
Ahmedabad,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,Gujarat Titans,38.0,0.0
Bengaluru,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Royal Challengers Bangalore,2.0,0.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,1.0,0.0
Dharamsala,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,field,Punjab Kings,37.0,0.0
Mumbai,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,Gujarat Titans,0.0,3.0
Kolkata,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,0.0,2.0
Jaipur,Punjab Kings,Punjab Kings,Rajasthan Royals,bat,Punjab Kings,10.0,0.0
Delhi,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,0.0,10.0
Lucknow,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0.0,6.0
Delhi,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Rajasthan Royals,0.0,6.0
Mumbai,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,59.0,0.0
Ahmedabad,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,Lucknow Super Giants,33.0,0.0
Lucknow,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Sunrisers Hyderabad,42.0,0.0
Ahmedabad,Chennai Super Kings,Chennai Super Kings,Gujarat Titans,bat,Chennai Super Kings,83.0,0.0
Delhi,Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Sunrisers Hyderabad,110.0,0.0
Jaipur,Punjab Kings,Mumbai Indians,Punjab Kings,field,Punjab Kings,0.0,7.0
Lucknow,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,6.0
New Chandigarh,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0.0,8.0
New Chandigarh,Mumbai Indians,Mumbai Indians,Gujarat Titans,bat,Mumbai Indians,20.0,0.0
Ahmedabad,Punjab Kings,Mumbai Indians,Punjab Kings,field,Punjab Kings,0.0,5.0
Ahmedabad,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,6.0,0.0
Jaipur,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Delhi Capitals,0.0,6.0
